2.80,32.42,-4.91,-0.40,0.11,-0.16,-0.03,0.00,0.162788
2.65,32.42,-4.88,-0.38,0.21,-0.08,-0.01,-0.01,0.08124
2.74,32.42,-4.90,-0.38,0.17,0.08,0.00,-0.02,0.082462
2.68,32.42,-4.91,-0.43,0.10,0.19,0.01,-0.02,0.191311
2.58,32.42,-4.89,-0.45,0.05,0.08,0.01,-0.02,0.083066
2.57,32.42,-4.91,-0.41,0.03,0.10,-0.01,-0.01,0.100995
2.52,32.42,-4.90,-0.42,0.09,0.07,-0.02,-0.01,0.073485
2.49,32.42,-4.89,-0.42,0.09,-0.17,-0.02,0.00,0.171172
2.54,32.42,-4.90,-0.45,0.12,-0.02,-0.02,-0.01,0.03
2.50,32.42,-4.89,-0.43,0.12,-0.08,-0.01,-0.00,0.080623
2.57,32.42,-4.90,-0.43,0.17,0.00,-0.00,-0.01,0.01
2.63,32.42,-4.89,-0.40,0.14,0.10,0.00,-0.01,0.100499
2.65,32.42,-4.89,-0.45,0.08,0.05,0.01,-0.01,0.051962
2.66,32.42,-4.90,-0.41,0.02,0.08,-0.01,-0.02,0.083066
2.70,32.42,-4.91,-0.43,0.07,-0.07,-0.02,-0.01,0.073485
2.67,32.42,-4.90,-0.46,0.13,-0.01,-0.03,-0.01,0.033166
2.66,32.42,-4.90,-0.45,0.15,-0.03,-0.02,-0.00,0.036056
2.59,32.42,-4.90,-0.47,0.15,-0.01,-0.01,-0.00,0.014142
2.56,32.42,-4.90,-0.42,0.13,-0.00,0.00,-0.00,0.0
2.52,32.42,-4.90,-0.42,0.11,0.05,0.00,-0.01,0.05099
2.54,32.42,-4.90,-0.44,0.05,0.04,-0.00,-0.01,0.041231
2.56,32.42,-4.90,-0.45,0.07,-0.05,-0.01,-0.01,0.051962
2.50,32.43,-4.90,-0.42,0.10,-0.04,-0.02,-0.01,0.045826
2.52,32.43,-4.90,-0.45,0.14,-0.02,-0.02,-0.00,0.028284
2.59,32.43,-4.90,-0.46,0.14,-0.03,-0.01,-0.00,0.031623
2.57,32.43,-4.90,-0.43,0.14,0.02,-0.00,-0.00,0.02
2.52,32.43,-4.89,-0.43,0.13,0.03,0.00,-0.01,0.031623
2.53,32.43,-4.90,-0.42,0.09,0.07,0.00,-0.02,0.072801
2.49,32.43,-4.90,-0.46,0.09,0.16,-0.00,-0.03,0.162788
2.59,32.43,-4.90,-0.45,0.08,0.05,-0.01,-0.02,0.054772
2.67,32.43,-4.90,-0.50,0.10,-0.05,-0.01,-0.01,0.051962
2.66,32.43,-4.89,-0.48,0.11,0.03,-0.02,-0.00,0.036056
2.69,32.43,-4.90,-0.47,0.13,-0.06,-0.02,0.01,0.064031
2.64,32.43,-4.90,-0.44,0.13,0.01,-0.01,0.00,0.014142
2.50,32.43,-4.90,-0.43,0.13,-0.05,-0.01,-0.00,0.05099
2.55,32.43,-4.90,-0.43,0.13,0.02,-0.01,-0.01,0.024495
2.58,32.43,-4.90,-0.45,0.12,0.05,-0.00,-0.02,0.053852
2.60,32.43,-4.89,-0.48,0.10,-0.01,-0.00,-0.01,0.014142
2.55,32.43,-4.89,-0.47,0.09,0.01,-0.01,-0.00,0.014142
2.54,32.43,-4.89,-0.48,0.10,-0.05,-0.02,0.00,0.053852
2.45,32.43,-4.90,-0.44,0.13,-0.00,-0.02,-0.00,0.02
2.57,32.43,-4.89,-0.43,0.13,-0.05,-0.01,-0.00,0.05099
2.49,32.43,-4.90,-0.44,0.14,0.00,-0.01,-0.01,0.014142
2.55,32.43,-4.90,-0.46,0.13,0.01,-0.00,-0.01,0.014142
2.57,32.43,-4.90,-0.48,0.13,0.03,-0.00,-0.01,0.031623
2.51,32.43,-4.89,-0.48,0.09,0.05,-0.00,-0.01,0.05099
2.58,32.43,-4.89,-0.47,0.10,0.01,-0.01,-0.00,0.014142
2.56,32.43,-4.89,-0.44,0.09,-0.01,-0.01,0.00,0.014142
2.55,32.43,-4.90,-0.45,0.11,-0.02,-0.02,-0.00,0.028284
2.69,32.43,-4.89,-0.43,0.12,-0.02,-0.02,-0.01,0.03
2.69,32.43,-4.89,-0.46,0.13,0.01,-0.01,-0.01,0.017321
2.77,32.43,-4.90,-0.49,0.14,0.00,-0.01,-0.01,0.014142
2.67,32.43,-4.90,-0.47,0.11,0.02,-0.00,-0.01,0.022361
2.73,32.43,-4.89,-0.48,0.11,0.02,-0.01,-0.00,0.022361
2.75,32.43,-4.90,-0.45,0.10,0.03,-0.01,-0.00,0.031623
2.70,32.43,-4.89,-0.46,0.11,-0.00,-0.01,-0.00,0.01
2.75,32.43,-4.90,-0.45,0.13,-0.02,-0.01,-0.00,0.022361
2.69,32.43,-4.90,-0.43,0.11,-0.00,-0.01,-0.01,0.014142
2.69,32.44,-4.89,-0.45,0.12,0.00,-0.01,-0.01,0.014142
2.62,32.44,-4.89,-0.45,0.13,0.02,-0.01,-0.01,0.024495
2.54,32.44,-4.89,-0.48,0.11,0.03,-0.01,-0.01,0.033166
2.54,32.44,-4.90,-0.46,0.10,-0.02,-0.01,-0.00,0.022361
2.55,32.44,-4.90,-0.45,0.11,-0.04,-0.01,-0.00,0.041231
2.54,32.44,-4.90,-0.46,0.11,-0.01,-0.02,-0.00,0.022361
2.52,32.44,-4.90,-0.46,0.12,-0.01,-0.02,-0.00,0.022361
2.53,32.44,-4.89,-0.45,0.13,0.00,-0.01,-0.01,0.014142
2.56,32.44,-4.89,-0.47,0.14,0.01,-0.00,-0.01,0.014142
2.60,32.44,-4.89,-0.47,0.12,0.04,-0.00,-0.01,0.041231
2.61,32.44,-4.89,-0.48,0.09,0.02,-0.00,-0.01,0.022361
2.54,32.44,-4.90,-0.45,0.08,0.02,-0.01,-0.00,0.022361
2.64,32.44,-4.89,-0.46,0.11,-0.01,-0.02,0.00,0.022361
2.77,32.44,-4.90,-0.45,0.12,-0.06,-0.02,0.00,0.063246
2.78,32.44,-4.89,-0.42,0.14,-0.01,-0.02,-0.01,0.024495
2.86,32.44,-4.89,-0.46,0.13,-0.01,-0.01,-0.01,0.017321
2.80,32.44,-4.90,-0.47,0.12,0.00,-0.00,-0.01,0.01
2.78,32.44,-4.90,-0.48,0.13,0.00,-0.00,-0.00,0.0
2.69,32.44,-4.90,-0.46,0.11,0.00,-0.01,0.00,0.01
2.83,32.44,-4.89,-0.45,0.08,-0.03,-0.01,0.00,0.031623
2.79,32.44,-4.90,-0.43,0.11,-0.05,-0.01,0.00,0.05099
2.83,32.44,-4.89,-0.42,0.11,-0.03,-0.01,-0.00,0.031623
2.80,32.44,-4.89,-0.43,0.14,0.02,-0.01,-0.01,0.024495
2.84,32.44,-4.89,-0.46,0.14,0.00,-0.01,-0.01,0.014142
2.65,32.44,-4.91,-0.47,0.09,0.04,-0.01,-0.01,0.042426
2.77,32.44,-4.90,-0.44,0.09,0.00,-0.01,-0.00,0.01
2.74,32.44,-4.89,-0.43,0.11,-0.04,-0.01,-0.00,0.041231
2.59,32.44,-4.89,-0.43,0.10,-0.00,-0.01,-0.01,0.014142
2.60,32.44,-4.89,-0.47,0.12,-0.02,-0.02,-0.01,0.03
2.56,32.44,-4.90,-0.47,0.12,0.00,-0.01,-0.01,0.014142
2.58,32.44,-4.90,-0.47,0.13,-0.02,-0.01,0.00,0.022361
2.51,32.44,-4.90,-0.45,0.13,0.02,-0.01,0.00,0.022361
2.56,32.44,-4.90,-0.43,0.12,0.00,-0.01,0.00,0.01
2.52,32.44,-4.90,-0.43,0.10,-0.00,-0.01,-0.01,0.014142
2.42,32.45,-4.90,-0.44,0.11,-0.02,-0.01,-0.01,0.024495
2.40,32.44,-4.90,-0.47,0.12,0.01,-0.01,-0.02,0.024495
2.45,32.44,-4.90,-0.50,0.13,-0.02,-0.01,-0.01,0.024495
2.49,32.44,-4.90,-0.48,0.13,0.01,-0.01,0.00,0.014142
2.59,32.44,-4.90,-0.44,0.15,-0.00,-0.01,0.00,0.01
2.56,32.44,-4.90,-0.45,0.11,0.00,-0.00,-0.00,0.0
2.60,32.45,-4.89,-0.49,0.11,0.02,-0.02,-0.02,0.034641
2.69,32.45,-4.90,-0.51,0.14,-0.02,-0.01,-0.00,0.022361
2.74,32.45,-4.90,-0.49,0.14,-0.03,-0.01,0.01,0.033166
2.77,32.45,-4.90,-0.45,0.14,-0.01,-0.01,0.01,0.017321
2.67,32.45,-4.89,-0.40,0.13,-0.04,-0.01,0.00,0.041231
2.57,32.45,-4.89,-0.42,0.11,0.02,-0.01,-0.02,0.03
2.61,32.45,-4.89,-0.45,0.11,-0.03,-0.01,-0.02,0.037417
2.67,32.45,-4.89,-0.53,0.15,0.01,-0.01,-0.02,0.024495
2.66,32.45,-4.90,-0.53,0.14,-0.03,-0.01,0.00,0.031623
2.65,32.45,-4.90,-0.47,0.14,-0.02,-0.01,0.01,0.024495
2.66,32.45,-4.90,-0.41,0.12,0.01,-0.01,0.01,0.017321
2.63,32.45,-4.90,-0.41,0.12,-0.02,-0.01,-0.01,0.024495
2.67,32.45,-4.91,-0.42,0.11,-0.01,-0.01,-0.02,0.024495
2.64,32.45,-4.90,-0.48,0.13,-0.01,-0.01,-0.03,0.033166
2.73,32.45,-4.89,-0.53,0.12,0.01,-0.01,-0.01,0.017321
2.65,32.45,-4.90,-0.53,0.12,-0.01,-0.01,0.01,0.017321
2.69,32.45,-4.89,-0.45,0.13,-0.03,-0.01,0.01,0.033166
2.63,32.45,-4.90,-0.41,0.12,0.00,-0.01,0.01,0.014142
2.62,32.45,-4.90,-0.41,0.12,-0.04,-0.02,-0.01,0.045826
2.59,32.45,-4.89,-0.44,0.14,-0.00,-0.01,-0.02,0.022361
2.67,32.45,-4.90,-0.49,0.13,-0.01,-0.01,-0.02,0.024495
2.53,32.45,-4.90,-0.51,0.15,-0.00,-0.01,-0.00,0.01
2.65,32.45,-4.90,-0.48,0.12,-0.00,-0.01,0.01,0.014142
2.62,32.45,-4.90,-0.43,0.13,0.01,-0.01,0.00,0.014142
2.65,32.45,-4.90,-0.42,0.11,-0.04,-0.01,-0.00,0.041231
2.60,32.45,-4.89,-0.43,0.12,0.02,-0.01,-0.01,0.024495
2.60,32.45,-4.90,-0.47,0.12,-0.02,-0.01,-0.01,0.024495
2.64,32.45,-4.90,-0.50,0.13,0.00,-0.01,-0.01,0.014142
2.73,32.45,-4.89,-0.51,0.12,-0.04,-0.01,0.01,0.042426
2.61,32.45,-4.89,-0.45,0.12,0.04,-0.01,0.02,0.045826
2.57,32.45,-4.90,-0.43,0.13,-0.01,-0.00,0.02,0.022361
2.70,32.46,-4.90,-0.35,0.13,-0.10,-0.00,0.01,0.100499
2.81,32.45,-4.90,-0.37,0.11,-0.15,-0.01,0.00,0.150333
2.89,32.45,-4.90,-0.37,0.13,0.00,-0.03,-0.01,0.031623
2.81,32.45,-4.90,-0.47,0.09,0.04,-0.03,-0.02,0.053852
2.82,32.45,-4.91,-0.47,0.14,-0.14,-0.01,0.00,0.140357
2.78,32.45,-4.90,-0.39,0.12,-0.03,-0.01,0.01,0.033166
2.80,32.45,-4.90,-0.39,0.12,-0.02,-0.02,-0.01,0.03
2.81,32.45,-4.91,-0.38,0.11,0.02,-0.01,-0.03,0.037417
2.70,32.46,-4.89,-0.45,0.13,0.06,-0.00,-0.04,0.072111
2.67,32.46,-4.89,-0.49,0.11,0.07,-0.00,-0.05,0.086023
2.61,32.46,-4.93,-0.54,0.11,0.07,0.00,-0.02,0.072801
2.66,32.46,-4.90,-0.57,0.11,0.05,0.00,0.01,0.05099
2.69,32.46,-4.91,-0.44,0.05,0.02,-0.00,0.03,0.036056
2.66,32.46,-4.89,-0.37,0.07,-0.08,-0.02,0.02,0.084853
2.63,32.46,-4.89,-0.34,0.08,-0.03,-0.03,-0.01,0.043589
2.70,32.46,-4.90,-0.43,0.14,-0.06,-0.03,-0.03,0.073485
2.62,32.46,-4.88,-0.46,0.19,-0.04,-0.02,-0.03,0.053852
2.72,32.46,-4.91,-0.58,0.17,0.00,-0.01,-0.01,0.014142
2.78,32.46,-4.90,-0.54,0.14,0.02,0.00,0.02,0.028284
2.79,32.46,-4.90,-0.42,0.10,-0.01,0.00,0.02,0.022361
2.72,32.46,-4.90,-0.37,0.08,0.02,-0.01,0.00,0.022361
2.65,32.46,-4.89,-0.36,0.08,-0.01,-0.02,-0.02,0.03
2.60,32.46,-4.90,-0.47,0.11,-0.04,-0.03,-0.03,0.05831
2.63,32.46,-4.89,-0.53,0.16,-0.10,-0.03,-0.02,0.106301
2.68,32.46,-4.90,-0.56,0.18,-0.01,-0.01,0.00,0.014142
2.63,32.46,-4.89,-0.49,0.17,0.00,-0.00,0.02,0.02
2.70,32.46,-4.89,-0.40,0.12,0.06,0.00,0.01,0.060828
2.81,32.46,-4.90,-0.35,0.07,0.05,0.00,-0.00,0.05
2.86,32.46,-4.68,-0.28,0.06,0.56,-0.02,-0.04,0.561783
2.73,32.46,-20.35,0.42,0.67,0.15,-0.02,-0.09,0.176068
2.78,32.46,-39.20,-0.59,-0.99,-0.95,0.25,-0.17,0.996945
3.27,32.46,-29.96,0.20,0.85,-1.35,0.32,-0.36,1.433353
4.37,32.46,-21.68,0.30,0.40,-1.71,0.61,-0.63,1.921744
5.76,32.46,-19.98,0.11,0.82,0.32,-0.20,0.05,0.380657
7.71,32.46,-18.64,0.34,0.20,-0.74,-0.60,-0.25,0.984937
10.05,32.46,-18.30,0.12,0.13,0.01,0.50,-0.17,0.528205
12.92,32.46,-17.32,0.24,0.33,0.27,0.13,0.11,0.319218
16.27,32.46,-17.19,0.25,0.31,-0.41,-0.19,-0.29,0.536936
19.90,32.46,-16.62,0.43,0.02,0.03,0.07,0.03,0.081854
24.08,32.46,-16.06,0.37,0.28,-0.38,0.02,-0.18,0.420951
28.50,32.46,-15.92,0.27,0.14,0.07,0.03,0.01,0.076811
33.34,32.46,-14.63,0.32,0.24,0.22,0.10,0.05,0.246779
38.48,32.46,-14.21,0.16,0.03,-0.17,-0.09,-0.23,0.299833
43.93,32.46,-14.04,0.31,-0.27,0.22,-0.24,0.14,0.354401
49.77,32.46,-13.23,0.08,-0.41,-0.17,0.21,-0.06,0.276767
68.64,32.45,-12.26,0.38,-0.27,-0.16,-0.04,-0.21,0.267021
75.47,32.45,-12.25,0.23,-0.10,-0.04,0.13,-0.01,0.136382
82.40,32.45,-11.66,0.33,-0.36,0.13,0.08,0.01,0.152971
89.54,32.45,-11.72,0.40,-0.26,-0.23,0.20,-0.18,0.353977
96.79,32.45,-10.98,0.55,-0.25,0.27,-0.06,0.02,0.277308
104.34,32.45,7.14,-0.23,-0.70,0.09,-0.06,-0.16,0.193132
111.58,32.45,6.82,-0.08,-0.75,0.03,0.20,-0.15,0.251794
118.74,32.45,6.27,0.13,-0.89,0.31,0.03,-0.03,0.31289
125.68,32.44,6.06,0.00,-0.45,0.42,-0.14,0.07,0.448219
132.72,32.44,5.60,0.10,-0.72,0.17,0.04,-0.10,0.201246
139.42,32.44,5.08,0.17,-0.77,0.28,-0.00,-0.12,0.304631
145.72,32.44,4.88,-0.07,-0.44,0.30,0.06,-0.05,0.31
151.81,32.44,4.47,-0.22,-0.36,0.09,-0.02,-0.13,0.159374
157.68,32.44,4.05,0.13,-0.61,0.40,-0.16,-0.07,0.436463
163.09,32.44,3.72,0.13,-0.60,0.42,-0.02,-0.18,0.457384
168.44,32.44,3.47,-0.07,-0.16,0.02,-0.14,-0.26,0.295973
173.45,32.44,3.38,0.19,-0.12,0.33,0.13,-0.15,0.385097
178.50,32.43,3.15,-0.09,-0.10,0.21,0.05,-0.15,0.262869
183.48,32.43,2.85,-0.14,-0.07,0.47,-0.05,-0.16,0.498999
188.20,32.43,2.59,0.04,-0.18,0.38,0.06,-0.20,0.43359
192.66,32.43,2.40,-0.04,-0.11,0.40,-0.01,-0.04,0.402119
197.15,32.43,2.29,-0.07,-0.17,-0.03,-0.00,-0.28,0.281603
201.34,32.43,2.11,-0.07,-0.15,0.19,0.02,-0.13,0.231084
205.37,32.42,1.95,0.06,-0.04,0.13,-0.10,-0.19,0.250998
209.17,32.43,1.72,0.07,-0.16,-0.04,0.01,-0.18,0.184662
212.72,32.43,1.57,-0.13,-0.17,0.13,0.16,-0.25,0.324037
230.89,32.43,1.02,0.07,-0.25,-0.15,0.05,-0.39,0.420833
228.70,32.44,5.75,-0.31,-.07,-0.88,-3.55,1.89,4.116916
216.74,32.43,9.54,-0.83,-1.92,-14.76,5.60,-3.33,16.134017
216.08,32.44,7.70,-0.66,-1.63,-10.40,2.30,2.58,10.959307
214.85,32.44,8.28,-0.37,-1.20,-4.11,4.63,4.19,7.475634
213.59,32.44,9.31,-0.48,-1.08,2.58,2.40,1.74,3.929885
212.61,32.44,8.82,-1.00,-0.90,6.66,5.60,-0.58,8.72078
211.99,32.44,8.04,-0.31,0.25,7.43,0.34,-3.90,8.398244
211.50,32.43,7.59,0.76,0.27,3.69,-4.60,-2.57,6.432807
210.80,32.43,8.61,0.81,0.25,-1.59,-3.47,-1.14,3.983541
210.25,32.43,8.65,0.66,0.04,-6.35,-4.30,-1.43,7.801115
209.56,32.43,8.01,0.10,-0.16,-9.93,-1.35,-3.48,10.608383
209.16,32.43,7.91,-0.67,-0.68,-10.15,2.04,-3.91,11.066716
208.73,32.43,8.54,-0.81,-0.76,-7.41,4.31,-1.87,8.773887
207.78,32.44,8.09,-0.84,-0.82,-3.49,5.01,0.40,6.11884
206.76,32.44,7.45,-1.05,-0.34,1.54,5.50,-2.09,6.081916
205.88,32.44,7.20,-0.64,0.07,4.08,2.27,-5.34,7.0933
204.94,32.43,8.12,0.58,0.57,0.38,-1.74,-6.76,6.99068
204.20,32.43,7.90,0.42,0.16,-7.58,-1.66,-4.62,9.030858
203.50,32.43,8.08,-0.58,-0.41,-10.04,1.56,-4.21,10.99815
203.19,32.44,8.47,-0.86,-0.97,-9.59,4.15,-2.69,10.79012
202.58,32.44,9.43,-0.65,-1.25,-6.79,5.02,1.29,8.542166
201.51,32.44,8.13,-0.75,-0.82,-2.38,4.03,1.35,4.871119
200.46,32.45,9.18,-0.93,-0.64,1.99,4.75,-0.53,5.17721
199.74,32.44,7.27,-0.85,0.01,4.40,2.22,-3.15,5.849008
199.08,32.44,7.47,-0.11,0.55,4.05,-0.34,-5.11,6.529181
198.21,32.44,7.77,0.69,0.64,1.33,-2.67,-3.08,4.28768
197.38,32.44,8.20,0.59,0.53,-3.17,-4.14,-2.41,5.744267
196.68,32.44,8.36,0.60,0.17,-7.65,-2.59,-3.29,8.720935
195.38,32.44,8.79,-0.79,-0.83,-9.63,3.86,-2.16,10.597269
194.75,32.44,7.74,-0.80,-0.98,-6.66,4.00,0.10,7.76953
193.62,32.44,7.64,-0.85,-0.81,-2.11,4.96,0.20,5.393858
192.64,32.44,8.66,-0.91,-0.45,1.92,4.73,-1.60,5.349701
191.70,32.44,7.41,-0.72,0.21,3.28,2.82,-4.10,5.959933
191.05,32.44,7.51,0.03,0.64,2.12,-1.46,-5.30,5.892029
190.10,32.44,8.90,0.46,0.54,-1.08,-2.91,-5.12,5.987395
189.48,32.44,7.39,0.60,0.45,-4.17,-2.93,-3.68,6.286191
188.71,32.44,7.94,0.15,0.42,-6.40,-3.11,-4.21,8.267781
188.12,32.44,9.85,-0.40,0.19,-7.34,0.19,-4.80,8.772212
187.81,32.44,8.43,-0.79,0.16,-4.94,2.39,-4.39,7.027645
187.32,32.45,8.38,-0.71,0.22,-3.53,2.00,-4.09,5.760989
